Organism	BioProject	Run	Tissue	Treatment	Isolate	AGE	SRA Study	Sample Name	Bases	Bytes	AvgSpotLen	BioSample	Experiment	ReleaseDate	create_date	Library Name	dev_stage	Cultivar					name
Brassica napus	PRJNA792016	SRR17325922	SAM	Low temperature	rapeseed	6 week	SRP352334	LT-Z-6W	6733472950	2197832735	300	SAMN24371750	SRX13501485	2023-01-01T00:00:00Z	2021-12-24T00:35:00Z	LT-Z-6W	6 week	Zhongshuang No.11					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325923	SAM	Low temperature	rapeseed	4 week	SRP352334	LT-Z-4W	7013526546	2352429677	300	SAMN24371749	SRX13501484	2023-01-01T00:00:00Z	2021-12-24T00:55:00Z	LT-Z-4W	4 week	Zhongshuang No.11					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325924	SAM	Low temperature	rapeseed	2 week	SRP352334	LT-Z-2W	6549684744	2219984477	300	SAMN24371748	SRX13501483	2023-01-01T00:00:00Z	2021-12-24T00:36:00Z	LT-Z-2W	2 week	Zhongshuang No.11					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325925	SAM	Low temperature	rapeseed	1 week	SRP352334	LT-Z-1W	7391967000	2339293908	300	SAMN24371747	SRX13501482	2023-01-01T00:00:00Z	2021-12-24T00:43:00Z	LT-Z-1W	1 week	Zhongshuang No.11					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325926	SAM	Low temperature	rapeseed	4 week	SRP352334	LT-H-4W	6512731920	2145046958	300	SAMN24371746	SRX13501481	2023-01-01T00:00:00Z	2021-12-24T00:47:00Z	LT-H-4W	4 week	Hunan1358					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325927	SAM	Low temperature	rapeseed	3 week	SRP352334	LT-H-3W	9076154100	2911934117	300	SAMN24371745	SRX13501480	2023-01-01T00:00:00Z	2021-12-24T01:15:00Z	LT-H-3W	3 week	Hunan1358					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325928	SAM	Low temperature	rapeseed	2 week	SRP352334	LT-H-2W	6726316800	2145343280	300	SAMN24371744	SRX13501479	2023-01-01T00:00:00Z	2021-12-24T00:43:00Z	LT-H-2W	2 week	Hunan1358					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325929	SAM	Normal temperature	rapeseed	2 week	SRP352334	CK-H-2W	9891219000	3133267003	300	SAMN24371735	SRX13501478	2023-01-01T00:00:00Z	2021-12-24T00:54:00Z	CK-H-2W	2 week	Hunan1358					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325930	SAM	Normal temperature	rapeseed	1 week	SRP352334	CK-H-1W	13830614100	4399848837	300	SAMN24371734	SRX13501477	2023-01-01T00:00:00Z	2021-12-24T00:47:00Z	CK-H-1W	1 week	Hunan1358					SAM_Normal-temperature
Brassica napus	PRJNA792935	SRR17404157	Stem	-	T3	7month	SRP353153	6	7034839500	2233990047	300	SAMN24571313	SRX13576221	2022-06-01T00:00:00Z	2022-01-02T14:42:00Z	T3	Bolting	T3					Stem_7months
Brassica napus	PRJNA792935	SRR17404158	Stem	-	T2	7month	SRP353153	5	6963693900	2224264244	300	SAMN24571312	SRX13576220	2022-06-01T00:00:00Z	2022-01-02T14:43:00Z	T2	Bolting	T2					Stem_7months
Brassica napus	PRJNA792935	SRR17404159	Stem	-	T1	7month	SRP353153	4	7141549800	2266926369	300	SAMN24571311	SRX13576219	2022-06-01T00:00:00Z	2022-01-02T14:42:00Z	T1	Bolting	T1					Stem_7months
Brassica napus	PRJNA792935	SRR17404160	Stem	-	D3	7month	SRP353153	3	7270946700	2316392366	300	SAMN24571310	SRX13576218	2022-06-01T00:00:00Z	2022-01-02T14:41:00Z	D3	Bolting	D3					Stem_7months
Brassica napus	PRJNA792935	SRR17404161	Stem	-	D2	7month	SRP353153	2	6365602500	2022560320	300	SAMN24571309	SRX13576217	2022-06-01T00:00:00Z	2022-01-02T14:42:00Z	D2	Bolting	D2					Stem_7months
Brassica napus	PRJNA792935	SRR17404162	Stem	-	D1	7month	SRP353153	1	7080046200	2246796070	300	SAMN24571308	SRX13576216	2022-06-01T00:00:00Z	2022-01-02T14:42:00Z	D1	Bolting	D1					Stem_7months
Brassica juncea	PRJNA271638	SRR1743087	Leaf	-	"CSSRI\, Karnal"	-	SRP051719	B. juncea cv.CS-52- Control-1	12800729313	6316962524	286	SAMN03275708	SRX831146	2016-02-10T00:00:00Z	-	-	Pre-flowering	CS-52					Leaf
Brassica juncea	PRJNA271638	SRR1743089	Leaf	-	"CSSRI\, Karnal"	-	SRP051719	B. juncea cv. CS-52 - Control-2	13368482497	5905181417	278	SAMN03275709	SRX831149	2016-02-10T00:00:00Z	2016-02-10T16:34:00Z	-	Pre-flowering	CS-52					Leaf_20days
Brassica oleracea	PRJNA796369	SRR17572796	Root	-	T20h_c	Day twenty of growth	SRP354609	T20h_c	7043219818	2227929585	298	SAMN24851444	SRX13742007	2022-01-13T00:00:00Z	2022-01-13T09:57:00Z	T20h_c	Growth stage	-					Root_20days
Brassica oleracea	PRJNA796369	SRR17572797	Root	-	T20h_b	Day twenty of growth	SRP354609	T20h_b	7203088996	2269181738	298	SAMN24851443	SRX13742006	2022-01-13T00:00:00Z	2022-01-13T10:07:00Z	T20h_b	Growth stage	-					Root_20days
Brassica oleracea	PRJNA796369	SRR17572798	Root	-	T20h_a	Day twenty of growth	SRP354609	T20h_a	6503703904	2059005740	298	SAMN24851442	SRX13742005	2022-01-13T00:00:00Z	2022-01-13T09:55:00Z	T20h_a	Growth stage	-					Root_20days
Brassica oleracea	PRJNA796369	SRR17572799	Root	-	T6h_c	Day twenty of growth	SRP354609	T6h_c	7547092578	2383184923	297	SAMN24851441	SRX13742004	2022-01-13T00:00:00Z	2022-01-13T10:27:00Z	T6h_c	Growth stage	-					Root_20days
Brassica oleracea	PRJNA796369	SRR17572800	Root	-	T6h_b	Day twenty of growth	SRP354609	T6h_b	6687495908	2092096773	298	SAMN24851440	SRX13742003	2022-01-13T00:00:00Z	2022-01-13T10:13:00Z	T6h_b	Growth stage	-					Root_20days
Brassica oleracea	PRJNA796369	SRR17572801	Root	-	T6h_a	Day twenty of growth	SRP354609	T6h_a	6926734702	2180017075	298	SAMN24851439	SRX13742002	2022-01-13T00:00:00Z	2022-01-13T09:55:00Z	T6h_a	Growth stage	not collected					Root_20days
Brassica juncea	PRJNA800112	SRR17729329	Leaf	-	-	-	SRP356517	66_1	8104138500	2881934220	300	SAMN25232667	SRX13892100	2022-01-24T00:00:00Z	2022-01-24T21:44:00Z	66_1	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729330	Leaf	-	-	-	SRP356517	65_3	8617684800	3092271100	300	SAMN25232666	SRX13892099	2022-01-24T00:00:00Z	2022-01-24T21:43:00Z	65_3	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729331	Leaf	-	-	-	SRP356517	65_2	7897137000	2884376303	300	SAMN25232665	SRX13892098	2022-01-24T00:00:00Z	2022-01-24T21:39:00Z	65_2	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729332	Leaf	-	-	-	SRP356517	65_1	8856783300	3179440830	300	SAMN25232664	SRX13892097	2022-01-24T00:00:00Z	2022-01-24T21:43:00Z	65_1	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729333	Leaf	-	-	-	SRP356517	45_3	7928492700	2860980183	300	SAMN25232663	SRX13892096	2022-01-24T00:00:00Z	2022-01-24T21:46:00Z	45_3	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729334	Leaf	-	-	-	SRP356517	45_2	8871270000	3189675549	300	SAMN25232662	SRX13892095	2022-01-24T00:00:00Z	2022-01-24T21:46:00Z	45_2	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729335	Leaf	-	-	-	SRP356517	45_1	8911767600	3197895624	300	SAMN25232661	SRX13892094	2022-01-24T00:00:00Z	2022-01-24T21:39:00Z	45_1	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729336	Leaf	-	-	-	SRP356517	44_3	7302979500	2589834460	300	SAMN25232660	SRX13892093	2022-01-24T00:00:00Z	2022-01-24T21:40:00Z	44_3	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729337	Leaf	-	-	-	SRP356517	66_3	7694496600	2777601433	300	SAMN25232669	SRX13892092	2022-01-24T00:00:00Z	2022-01-24T21:44:00Z	66_3	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729338	Leaf	-	-	-	SRP356517	66_2	8464250100	3034748420	300	SAMN25232668	SRX13892091	2022-01-24T00:00:00Z	2022-01-24T21:42:00Z	66_2	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729339	Leaf	-	-	-	SRP356517	44_2	8684710500	3107293821	300	SAMN25232659	SRX13892090	2022-01-24T00:00:00Z	2022-01-24T21:45:00Z	44_2	adult plant	-					Leaf
Brassica juncea	PRJNA800112	SRR17729340	Leaf	-	-	-	SRP356517	44_1	7914620700	2947362903	300	SAMN25232658	SRX13892089	2022-01-24T00:00:00Z	2022-01-24T21:35:00Z	44_1	adult plant	-					Leaf
Brassica napus	PRJNA800835	SRR17774189	Shoot_apex	RNA_W22H_RNAseq replicate3	-	18W	SRP356931	RNA_W22H_3	15936781200	5178624917	300	SAMN25289053	SRX13936650	2022-08-27T00:00:00Z	2022-01-26T20:37:00Z	RNA_W22H_3	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774190	Shoot_apex	RNA_W22H_RNAseq replicate2	-	18W	SRP356931	RNA_W22H_2	15827867400	5177743852	300	SAMN25289052	SRX13936649	2022-08-27T00:00:00Z	2022-01-26T20:31:00Z	RNA_W22H_2	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774191	Shoot_apex	RNA_W22H_RNAseq replicate1	-	18W	SRP356931	RNA_W22H_1	17200980300	5640034177	300	SAMN25289051	SRX13936648	2022-08-27T00:00:00Z	2022-01-26T20:37:00Z	RNA_W22H_1	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774193	Shoot_apex	RNA_W22L_RNAseq replicate3	-	18W	SRP356931	RNA_W22L_3	15746262900	5215466704	300	SAMN25289050	SRX13936646	2022-08-27T00:00:00Z	2022-01-26T20:23:00Z	RNA_W22L_3	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774194	Shoot_apex	RNA_W22L_RNAseq replicate2	-	18W	SRP356931	RNA_W22L_2	16361990700	5368388962	300	SAMN25289049	SRX13936645	2022-08-27T00:00:00Z	2022-01-26T20:30:00Z	RNA_W22L_2	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774195	Shoot_apex	RNA_W22L_RNAseq replicate1	-	18W	SRP356931	RNA_W22L_1	17153767500	5598309916	300	SAMN25289048	SRX13936644	2022-08-27T00:00:00Z	2022-01-26T20:39:00Z	RNA_W22L_1	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774196	Shoot_apex	RNA_W18H_RNAseq replicate3	-	18W	SRP356931	RNA_W18H_3	16061848200	5320895355	300	SAMN25289047	SRX13936643	2022-08-27T00:00:00Z	2022-01-26T20:33:00Z	RNA_W18H_3	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774197	Shoot_apex	RNA_W18H_RNAseq replicate2	-	18W	SRP356931	RNA_W18H_2	18406743300	6127936226	300	SAMN25289046	SRX13936642	2022-08-27T00:00:00Z	2022-01-26T21:30:00Z	RNA_W18H_2	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774198	Shoot_apex	RNA_W18H_RNAseq replicate1	-	18W	SRP356931	RNA_W18H_1	16397099100	5500646594	300	SAMN25289045	SRX13936641	2022-08-27T00:00:00Z	2022-01-26T20:33:00Z	RNA_W18H_1	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774199	Shoot_apex	RNA_W18L_RNAseq replicate3	-	18W	SRP356931	RNA_W18L_3	13895905500	4593540906	300	SAMN25289044	SRX13936640	2022-08-27T00:00:00Z	2022-01-26T20:17:00Z	RNA_W18L_3	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774200	Shoot_apex	RNA_W18L_RNAseq replicate2	-	18W	SRP356931	RNA_W18L_2	17682488400	5830058191	300	SAMN25289043	SRX13936639	2022-08-27T00:00:00Z	2022-01-26T20:54:00Z	RNA_W18L_2	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774201	Shoot_apex	RNA_W18L_RNAseq replicate1	-	18W	SRP356931	RNA_W18L_1	16326825300	5451618246	300	SAMN25289042	SRX13936638	2022-08-27T00:00:00Z	2022-01-26T20:33:00Z	RNA_W18L_1	Floral bud	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774202	Shoot_apex	RNA_W12_RNAseq replicate3	-	12W	SRP356931	RNA_W12_3	16607894700	5544867878	300	SAMN25289041	SRX13936637	2022-08-27T00:00:00Z	2022-01-26T20:18:00Z	RNA_W12_3	Floral transition	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774204	Shoot_apex	RNA_W12_RNAseq replicate2	-	12W	SRP356931	RNA_W12_2	18055005900	5971425861	300	SAMN25289040	SRX13936635	2022-08-27T00:00:00Z	2022-01-26T20:34:00Z	RNA_W12_2	Floral transition	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774205	Shoot_apex	RNA_W12_RNAseq replicate1	-	12W	SRP356931	RNA_W12_1	19772412000	6622572843	300	SAMN25289039	SRX13936634	2022-08-27T00:00:00Z	2022-01-26T20:41:00Z	RNA_W12_1	Floral transition	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774206	Shoot_apex	RNA_W6_RNAseq replicate3	-	6W	SRP356931	RNA_W6_3	15938325600	5051088102	300	SAMN25289038	SRX13936633	2022-08-27T00:00:00Z	2022-01-26T20:25:00Z	RNA_W6_3	Vegetative stage	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774207	Shoot_apex	RNA_W6_RNAseq replicate2	-	6W	SRP356931	RNA_W6_2	9964127400	3242937344	300	SAMN25289037	SRX13936632	2022-08-27T00:00:00Z	2022-01-26T20:11:00Z	RNA_W6_2	Vegetative stage	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA800835	SRR17774208	Shoot_apex	RNA_W6_RNAseq replicate1	-	6W	SRP356931	RNA_W6_1	9600015600	3139213359	300	SAMN25289036	SRX13936631	2022-08-27T00:00:00Z	2022-01-26T20:09:00Z	RNA_W6_1	Vegetative stage	Cabriolet					Shoot_apex_18weeks
Brassica napus	PRJNA808238	SRR18083388	Seed	-	9Bao22_rep2_RNAseq	20 DAF	SRP360698	9Bao22_rep2_RNAseq	7934862000	3142431008	300	SAMN26038233	SRX14234923	2022-12-31T00:00:00Z	2022-02-24T12:41:00Z	9Bao22_rep2_RNAseq	seed	9Bao22					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083389	Seed	-	9Bao22_rep1_RNAseq	20 DAF	SRP360698	9Bao22_rep1_RNAseq	8864613900	3501772419	300	SAMN26038232	SRX14234922	2022-12-31T00:00:00Z	2022-02-24T12:39:00Z	9Bao22_rep1_RNAseq	seed	9Bao22					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083408	Seed	-	ZS11_rep2_RNAseq	20 DAF	SRP360698	ZS11_rep2_RNAseq	8017991400	3151723474	300	SAMN26038239	SRX14234903	2022-12-31T00:00:00Z	2022-02-24T12:40:00Z	ZS11_rep2_RNAseq	seed	ZS11					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083409	Seed	-	ZS11_rep1_RNAseq	20 DAF	SRP360698	ZS11_rep1_RNAseq	9958864200	3742840959	300	SAMN26038238	SRX14234902	2022-12-31T00:00:00Z	2022-02-24T12:37:00Z	ZS11_rep1_RNAseq	seed	ZS11					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083410	Seed	-	SWU99_rep2_RNAseq	20 DAF	SRP360698	SWU99_rep2_RNAseq	7778196600	3040862892	300	SAMN26038237	SRX14234901	2022-12-31T00:00:00Z	2022-02-24T12:36:00Z	SWU99_rep2_RNAseq	seed	SWU99					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083411	Seed	-	SWU99_rep1_RNAseq	20 DAF	SRP360698	SWU99_rep1_RNAseq	9773515200	3829169963	300	SAMN26038236	SRX14234900	2022-12-31T00:00:00Z	2022-02-24T13:01:00Z	SWU99_rep1_RNAseq	seed	SWU99					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083412	Seed	-	NY10_rep2_RNAseq	20 DAF	SRP360698	NY10_rep2_RNAseq	7423292100	2917197312	300	SAMN26038235	SRX14234899	2022-12-31T00:00:00Z	2022-02-24T12:21:00Z	NY10_rep2_RNAseq	seed	NY10					Seed_20-DAF
Brassica napus	PRJNA808238	SRR18083413	Seed	-	NY10_rep1_RNAseq	20 DAF	SRP360698	NY10_rep1_RNAseq	10205309400	3878012203	300	SAMN26038234	SRX14234898	2022-12-31T00:00:00Z	2022-02-24T12:47:00Z	NY10_rep1_RNAseq	seed	NY10					Seed_20-DAF
Brassica rapa	PRJNA730971	SRR18150630	Root	inoculated with Pb4	-	44-day-old	SRP361579	Pb4-23d-1	11457877800	3513544145	300	SAMN19246683	SRX14298430	2022-02-26T00:00:00Z	2022-02-26T12:00:00Z	Pb4-23d-1	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-Pb4
Brassica rapa	PRJNA730971	SRR18150631	Root	inoculated with PbE	-	29-day-old	SRP361579	PbE-8d-3	14602676400	4447099923	300	SAMN19246682	SRX14298429	2022-02-26T00:00:00Z	2022-02-26T12:44:00Z	PbE-8d-3	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-PbE
Brassica rapa	PRJNA730971	SRR18150632	Root	inoculated with PbE	-	29-day-old	SRP361579	PbE-8d-2	13872911700	4260728832	300	SAMN19246681	SRX14298428	2022-02-26T00:00:00Z	2022-02-26T12:10:00Z	PbE-8d-2	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-PbE
Brassica rapa	PRJNA730971	SRR18150633	Root	inoculated with PbE	-	29-day-old	SRP361579	PbE-8d-1	14096384100	4284506138	300	SAMN19246680	SRX14298427	2022-02-26T00:00:00Z	2022-02-26T12:13:00Z	PbE-8d-1	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-PbE
Brassica rapa	PRJNA730971	SRR18150634	Root	inoculated with Pb4	-	29-day-old	SRP361579	Pb4-8d-3	14006851500	4256829710	300	SAMN19246679	SRX14298426	2022-02-26T00:00:00Z	2022-02-26T12:12:00Z	Pb4-8d-3	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-Pb4
Brassica rapa	PRJNA730971	SRR18150635	Root	inoculated with Pb4	-	29-day-old	SRP361579	Pb4-8d-2	13468644900	4109483188	300	SAMN19246678	SRX14298425	2022-02-26T00:00:00Z	2022-02-26T12:06:00Z	Pb4-8d-2	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-Pb4
Brassica rapa	PRJNA730971	SRR18150636	Root	inoculated with Pb4	-	29-day-old	SRP361579	Pb4-8d-1	12122289600	3687298637	300	SAMN19246677	SRX14298424	2022-02-26T00:00:00Z	2022-02-26T12:01:00Z	Pb4-8d-1	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-Pb4
Brassica rapa	PRJNA730971	SRR18150637	Root	control	-	21-day-old	SRP361579	ck-0d-3	13345128300	4054991708	300	SAMN19246676	SRX14298423	2022-02-26T00:00:00Z	2022-02-26T12:08:00Z	ck-0d-3	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-control
Brassica rapa	PRJNA730971	SRR18150638	Root	inoculated with PbE	-	44-day-old	SRP361579	PbE-23d-3	16495572300	5036139946	300	SAMN19246688	SRX14298422	2022-02-26T00:00:00Z	2022-02-26T12:22:00Z	PbE-23d-3	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-PbE
Brassica rapa	PRJNA730971	SRR18150639	Root	inoculated with PbE	-	44-day-old	SRP361579	PbE-23d-2	13951663500	4274839877	300	SAMN19246687	SRX14298421	2022-02-26T00:00:00Z	2022-02-26T12:08:00Z	PbE-23d-2	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-PbE
Brassica rapa	PRJNA730971	SRR18150640	Root	inoculated with PbE	-	44-day-old	SRP361579	PbE-23d-1	15147647100	4651772685	300	SAMN19246686	SRX14298420	2022-02-26T00:00:00Z	2022-02-26T12:06:00Z	PbE-23d-1	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-PbE
Brassica rapa	PRJNA730971	SRR18150641	Root	inoculated with Pb4	-	44-day-old	SRP361579	Pb4-23d-3	13520362800	4126744610	300	SAMN19246685	SRX14298419	2022-02-26T00:00:00Z	2022-02-26T12:54:00Z	Pb4-23d-3	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-Pb4
Brassica rapa	PRJNA730971	SRR18150642	Root	inoculated with Pb4	-	44-day-old	SRP361579	Pb4-23d-2	14258319900	4386751251	300	SAMN19246684	SRX14298418	2022-02-26T00:00:00Z	2022-02-26T12:08:00Z	Pb4-23d-2	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-Pb4
Brassica rapa	PRJNA730971	SRR18150643	Root	control	-	21-day-old	SRP361579	ck-0d-2	12775872600	3865056798	300	SAMN19246675	SRX14298417	2022-02-26T00:00:00Z	2022-02-26T12:17:00Z	ck-0d-2	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-control
Brassica rapa	PRJNA730971	SRR18150644	Root	control	-	21-day-old	SRP361579	ck-0d-1	14531031600	4384587505	300	SAMN19246674	SRX14298416	2022-02-26T00:00:00Z	2022-02-26T12:08:00Z	ck-0d-1	-	Brassica rapa L.ssp. pekinensis					Root_inoculated-with-control
Brassica juncea	PRJNA276704	SRR1822192	Seedling	Control	-	-	SRP055678	GSM1621380	10486580126	7492975910	202	SAMN03379997	SRX893755	2015-03-05T00:00:00Z	2015-02-27T18:34:00Z	-	-	CS52					Seedling_Salt-Stress_Control
Brassica juncea	PRJNA276704	SRR1822193	Seedling	Salt Stress	-	-	SRP055678	GSM1621381	9942700984	7118370440	202	SAMN03379996	SRX893756	2015-03-05T00:00:00Z	2015-02-27T19:03:00Z	-	-	CS52					Seedling_Salt-Stress
Brassica carinata	PRJNA813851	SRR18273822	Leaf	-	18	3 weeks	SRP363118	SH-059	7168151622	2318792460	284	SAMN26524936	SRX14412072	2022-03-21T00:00:00Z	2022-03-11T06:56:00Z	SH-059	3 leaves	-					Leaf_3weeks
Brassica carinata	PRJNA813851	SRR18273823	Leaf	-	2	3 weeks	SRP363118	SH-050	8560252567	2817104847	283	SAMN26524927	SRX14412071	2022-03-21T00:00:00Z	2022-03-11T06:59:00Z	SH-050	3 leaves	-					Leaf_3weeks
Brassica carinata	PRJNA813851	SRR18273824	Leaf	-	1	3 weeks	SRP363118	SH-049	7628348207	2469621585	283	SAMN26524926	SRX14412070	2022-03-21T00:00:00Z	2022-03-11T07:01:00Z	SH-049	3 leaves	-					Leaf_3weeks
Brassica rapa	PRJNA811760	SRR18296846	Root	-	-	-	SRP363530	L7_S1_1	6966071472	2158954713	283	SAMN26354331	SRX14434430	2022-06-21T00:00:00Z	2022-03-11T05:06:00Z	10	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296847	Root	-	-	-	SRP363530	L7_S1_1	6590112631	2042146294	282	SAMN26354331	SRX14434429	2022-06-21T00:00:00Z	2022-03-11T05:03:00Z	9	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296848	Root	-	-	-	SRP363530	L7_S1_1	7077885369	2181517792	283	SAMN26354331	SRX14434428	2022-06-21T00:00:00Z	2022-03-11T04:58:00Z	8	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296849	Root	-	-	-	SRP363530	L7_S1_1	6822605357	2115509758	281	SAMN26354331	SRX14434427	2022-06-21T00:00:00Z	2022-03-11T05:03:00Z	7	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296850	Root	-	-	-	SRP363530	L7_S1_1	6678208228	2069773306	281	SAMN26354331	SRX14434426	2022-06-21T00:00:00Z	2022-03-11T04:58:00Z	6	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296851	Root	-	-	-	SRP363530	L7_S1_1	6385176938	2056395211	277	SAMN26354331	SRX14434425	2022-06-21T00:00:00Z	2022-03-11T05:01:00Z	49	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296852	Root	-	-	-	SRP363530	L7_S1_1	5610886657	1815308380	274	SAMN26354331	SRX14434424	2022-06-21T00:00:00Z	2022-03-11T04:58:00Z	48	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296854	Root	-	-	-	SRP363530	L7_S1_1	6843225356	2199283555	280	SAMN26354331	SRX14434417	2022-06-21T00:00:00Z	2022-03-11T05:03:00Z	46	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296855	Root	-	-	-	SRP363530	L7_S1_1	6992334155	2169034995	282	SAMN26354331	SRX14434421	2022-06-21T00:00:00Z	2022-03-11T05:05:00Z	12	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296856	Root	-	-	-	SRP363530	L7_S1_1	6948486936	2152770679	282	SAMN26354331	SRX14434420	2022-06-21T00:00:00Z	2022-03-11T05:07:00Z	11	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296857	Root	-	-	-	SRP363530	L7_S1_1	7105464802	2198156167	284	SAMN26354331	SRX14434419	2022-06-21T00:00:00Z	2022-03-11T05:06:00Z	2	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296858	Root	-	-	-	SRP363530	L7_S1_1	6757653227	2091817634	284	SAMN26354331	SRX14434418	2022-06-21T00:00:00Z	2022-03-11T04:58:00Z	1	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296860	Root	-	-	-	SRP363530	L7_S1_1	6883065643	2243334360	276	SAMN26354331	SRX14434415	2022-06-21T00:00:00Z	2022-03-11T05:13:00Z	44	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296861	Root	-	-	-	SRP363530	L7_S1_1	6562907462	2130690539	276	SAMN26354331	SRX14434414	2022-06-21T00:00:00Z	2022-03-11T05:04:00Z	43	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296862	Root	-	-	-	SRP363530	L7_S1_1	6878462909	2132444416	282	SAMN26354331	SRX14434422	2022-06-21T00:00:00Z	2022-03-11T05:04:00Z	13	not collected	Longyou-7					Root
Brassica rapa	PRJNA811760	SRR18296863	Root	-	-	-	SRP363530	L7_S1_1	6774155372	2212479680	275	SAMN26354331	SRX14434413	2022-06-21T00:00:00Z	2022-03-11T05:02:00Z	42	not collected	Longyou-7					Root
